N;Grupo;Animal;Dosagem;PA_mmHg;Desvio_PA;Ptr_cmH2O;Desvio_Ptr;Perturbacao
2039;SHR 17 Semanas Nao Tratados;10;PBS;1,182,949;1,035,244,864;3,439,536,945;0.739969972;14
2040;SHR 17 Semanas Nao Tratados;10;PBS;1,155,354;1,031,174,513;3,449,649,217;0.7377391;15
2041;SHR 17 Semanas Nao Tratados;10;3 ug/kg;6,285,895,189;7,275,228,613;3,385,565,405;0.716920442;1
2042;SHR 17 Semanas Nao Tratados;10;3 ug/kg;895,895;9,005,079,305;3,406,290,862;0.717860233;2
2043;SHR 17 Semanas Nao Tratados;10;3 ug/kg;959,189;852,866,443;3,376,228,198;0.71827883;3
2044;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,008,324;8,748,993,607;3,382,136,554;0.719314127;4
2045;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,062,016;9,130,667,463;3,403,110,574;0.725076673;5
2046;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,101,593;9,446,976,135;3,443,080,679;0.722014038;6
2047;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,137,223,899;9,775,579,103;3,416,128,198;0.72874136;7
2048;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,150,707,071;1,014,178,226;3,405,272,585;0.725414678;8
2049;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,152,805;1,015,971,003;336,195,483;0.73085432;9
2050;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,168,365;1,065,215,057;3,442,762,402;0.727268146;10
2051;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,175,304;1,061,810,479;342,952,376;0.728689923;11
2052;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,197,158;1,092,444,772;3,430,907,311;0.726754061;12
2053;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,195,334;1,139,409,064;3,423,061,358;0.72491017;13
2054;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,200,964;1,128,927,492;3,421,566,188;0.732583645;14
2055;SHR 17 Semanas Nao Tratados;10;3 ug/kg;1,191,195;1,138,412,987;3,471,833,943;0.739189676;15
2056;SHR 17 Semanas Nao Tratados;10;10 ug/kg;6,453,626,263;1,242,236,443;3,286,555,614;0.758483396;1
2057;SHR 17 Semanas Nao Tratados;10;10 ug/kg;7,118,494;1,047,730,038;3,509,278,851;0.753421774;2
2058;SHR 17 Semanas Nao Tratados;10;10 ug/kg;7,373,868,687;9,731,558,242;3,443,738,381;0.756685421;3
2059;SHR 17 Semanas Nao Tratados;10;10 ug/kg;762,887;9,597,332,085;3,416,551,567;0.744524409;4
2060;SHR 17 Semanas Nao Tratados;10;10 ug/kg;789,182;9,592,777,732;3,360,495,822;0.746009804;5
2061;SHR 17 Semanas Nao Tratados;10;10 ug/kg;80,217;9,549,762,544;3,418,059,922;0.744025265;6
2062;SHR 17 Semanas Nao Tratados;10;10 ug/kg;8,091,636,364;9,484,338,051;3,401,805,483;0.750279415;7
2063;SHR 17 Semanas Nao Tratados;10;10 ug/kg;810,404;9,447,207,157;3,454,925,587;0.751984428;8
2064;SHR 17 Semanas Nao Tratados;10;10 ug/kg;832,354;9,841,062,953;3,397,047,389;0.752219818;9
2065;SHR 17 Semanas Nao Tratados;10;10 ug/kg;833,886;1,005,890,881;3,320,459,399;0.76982369;10
2066;SHR 17 Semanas Nao Tratados;10;10 ug/kg;835,146;1,020,126,299;3,412,264,491;0.776432932;11
2067;SHR 17 Semanas Nao Tratados;10;10 ug/kg;834,698;1,029,497,867;3,458,765,405;0.781056309;12
2068;SHR 17 Semanas Nao Tratados;10;10 ug/kg;838,586;1,040,263,458;3,420,782,115;0.780583292;13
2069;SHR 17 Semanas Nao Tratados;10;10 ug/kg;8,438,181,818;103,491,959;3,355,489,295;0.790753983;14
2070;SHR 17 Semanas Nao Tratados;10;10 ug/kg;835,709;1,023,415,988;3,391,313,446;0.787042376;15
2071;SHR 17 Semanas Nao Tratados;10;30 ug/kg;58,603,712;1,208,513,926;3,398,859,269;0.847122979;1
2072;SHR 17 Semanas Nao Tratados;10;30 ug/kg;6,136,655,833;1,019,437,564;3,571,958,225;0.978421677;2
2073;SHR 17 Semanas Nao Tratados;10;30 ug/kg;629,681;1,055,886,039;3,499,403,916;0.892343914;3
2074;SHR 17 Semanas Nao Tratados;10;30 ug/kg;637,899;982,192,502;3,476,296,345;0.837448151;4
2075;SHR 17 Semanas Nao Tratados;10;30 ug/kg;656,081;9,835,392,665;3,556,185,379;0.827550731;5
2076;SHR 17 Semanas Nao Tratados;10;30 ug/kg;6,635,484,848;9,974,490,766;3,457,298,695;0.815777135;6
2077;SHR 17 Semanas Nao Tratados;10;30 ug/kg;677,018;9,755,645,802;3,453,830,679;0.797916006;7
2078;SHR 17 Semanas Nao Tratados;10;30 ug/kg;6,841,828,283;9,892,575,967;342,674,765;0.783694119;8
2079;SHR 17 Semanas Nao Tratados;10;30 ug/kg;685,004;9,559,823,222;342,945,235;0.786234014;9
2080;SHR 17 Semanas Nao Tratados;10;30 ug/kg;6,964,787,879;9,770,185,309;3,511,019,582;0.777086099;10
2081;SHR 17 Semanas Nao Tratados;10;30 ug/kg;7,113,240,404;1,003,349,244;3,462,077,937;0.787073634;11
2082;SHR 17 Semanas Nao Tratados;10;30 ug/kg;713,505;1,009,607,588;3,457,891,906;0.787025329;12
2083;SHR 17 Semanas Nao Tratados;10;30 ug/kg;713,269;9,746,605,904;3,495,455,352;0.781168579;13
2084;SHR 17 Semanas Nao Tratados;10;30 ug/kg;715,983;9,643,327,107;3,489,739,034;0.775536049;14
2085;SHR 17 Semanas Nao Tratados;10;30 ug/kg;73,543;9,781,939,811;3,503,700,783;0.779875632;15
2086;SHR 17 Semanas Nao Tratados;10;100 ug/kg;536,308,263;1,027,579,757;3,656,416,501;122,347,524;1
2087;SHR 17 Semanas Nao Tratados;10;100 ug/kg;5,057,425,581;103,459,563;4,820,052,232;2,213,250,878;2
2088;SHR 17 Semanas Nao Tratados;10;100 ug/kg;4,887,213,636;977,144,608;4,612,213,211;1,864,176,403;3
2089;SHR 17 Semanas Nao Tratados;10;100 ug/kg;505,923;103,467,221;4,151,289,974;1,452,666,287;4
2090;SHR 17 Semanas Nao Tratados;10;100 ug/kg;543,186;9,478,192,516;3,769,031,462;1,185,289,863;5
2091;SHR 17 Semanas Nao Tratados;10;100 ug/kg;5,703,535,354;9,885,044,704;3,564,962,924;1,043,376,548;6
2092;SHR 17 Semanas Nao Tratados;10;100 ug/kg;571,801;9,457,874,117;3,600,212,141;0.946931078;7
2093;SHR 17 Semanas Nao Tratados;10;100 ug/kg;5,770,282,828;9,689,063,584;354,989,517;0.899772096;8
2094;SHR 17 Semanas Nao Tratados;10;100 ug/kg;587,343;9,742,707,944;3,577,589,034;0.863988844;9
2095;SHR 17 Semanas Nao Tratados;10;100 ug/kg;593,569;9,728,756,572;3,536,774,151;0.84496639;10
2096;SHR 17 Semanas Nao Tratados;10;100 ug/kg;604,849;955,406,376;357,934,765;0.83033735;11
2097;SHR 17 Semanas Nao Tratados;10;100 ug/kg;611,839;9,533,651,817;3,484,996,736;0.818241687;12
2098;SHR 17 Semanas Nao Tratados;10;100 ug/kg;621,362;9,374,291,384;3,591,303,003;0.807251493;13
2099;SHR 17 Semanas Nao Tratados;10;100 ug/kg;622,326;9,669,353,923;3,566,737,728;0.805395376;14
2100;SHR 17 Semanas Nao Tratados;10;100 ug/kg;6,456,949,495;9,551,986,798;3,467,881,332;0.803324059;15
2101;SHR 17 Semanas Nao Tratados;11;PBS;1,131,082,828;7,940,196,888;3,003,779,504;0.726732764;1
2102;SHR 17 Semanas Nao Tratados;11;PBS;1,196,963;7,892,516,422;3,311,273,629;0.722221249;2
2103;SHR 17 Semanas Nao Tratados;11;PBS;1,161,812,121;7,453,423,439;3,333,091,775;0.727913058;3
2104;SHR 17 Semanas Nao Tratados;11;PBS;1,162,964;7,603,966,073;3,300,035,901;0.731755747;4
2105;SHR 17 Semanas Nao Tratados;11;PBS;1,155,769,697;7,420,001,713;3,299,334,856;0.733894162;5
2106;SHR 17 Semanas Nao Tratados;11;PBS;115.3;7,366,413,406;3,332,383,551;0.727992587;6
2107;SHR 17 Semanas Nao Tratados;11;PBS;1,142,861;7,252,729,461;3,318,827,937;0.738097851;7
2108;SHR 17 Semanas Nao Tratados;11;PBS;1,143,514;7,543,029,429;3,014,207,572;0.746142305;8
2109;SHR 17 Semanas Nao Tratados;11;PBS;112,668;7,272,471,271;333,813,577;0.731651444;9
2110;SHR 17 Semanas Nao Tratados;11;PBS;1,091,269,697;7,405,319,304;3,278,454,178;0.740334639;10
2111;SHR 17 Semanas Nao Tratados;11;PBS;1,083,870,707;7,539,241,998;3,329,382,768;0.742753975;11
2112;SHR 17 Semanas Nao Tratados;11;PBS;1,089,135;7,297,953,134;3,321,556,658;0.744467494;12
2113;SHR 17 Semanas Nao Tratados;11;PBS;1,096,395;7,334,008,698;3,356,770,757;0.74384288;13
2114;SHR 17 Semanas Nao Tratados;11;PBS;1,125,733;7,543,181,154;2,990,619,321;0.751216521;14
2115;SHR 17 Semanas Nao Tratados;11;PBS;1,129,478;7,501,656,865;2,942,634,334;0.751499339;15
2116;SHR 17 Semanas Nao Tratados;11;3 ug/kg;5,677,488,362;9,160,731,498;3,270,335,248;0.743692727;1
2117;SHR 17 Semanas Nao Tratados;11;3 ug/kg;6,437,983,721;7,161,496,178;3,308,448,956;0.747136152;2
2118;SHR 17 Semanas Nao Tratados;11;3 ug/kg;6,986,285,145;6,449,550,987;3,365,959,399;0.752005795;3
2119;SHR 17 Semanas Nao Tratados;11;3 ug/kg;7,309,182,452;7,170,043,257;3,352,237,859;0.748418444;4
2120;SHR 17 Semanas Nao Tratados;11;3 ug/kg;8,638,138,116;6,963,789,114;289,654,765;0.7612854;5
2121;SHR 17 Semanas Nao Tratados;11;3 ug/kg;867,069;7,067,306,817;3,306,986,162;0.75098627;6
2122;SHR 17 Semanas Nao Tratados;11;3 ug/kg;948,515;7,239,518,146;2,871,375,326;0.761139735;7
2123;SHR 17 Semanas Nao Tratados;11;3 ug/kg;9,571,181,818;7,026,321,557;3,256,820,235;0.748711455;8
2124;SHR 17 Semanas Nao Tratados;11;3 ug/kg;995,286;7,095,293,649;3,268,154,439;0.748431977;9
2125;SHR 17 Semanas Nao Tratados;11;3 ug/kg;102,649,697;7,277,766,597;3,238,975,457;0.753522896;10
2126;SHR 17 Semanas Nao Tratados;11;3 ug/kg;1,061,355;7,703,822,136;294,780,953;0.755864588;11
2127;SHR 17 Semanas Nao Tratados;11;3 ug/kg;1,076,421,875;7,582,709,723;3,296,043,342;0.751790082;12
2128;SHR 17 Semanas Nao Tratados;11;3 ug/kg;1,075,803;742,991,421;3,331,026,501;0.746259529;13
2129;SHR 17 Semanas Nao Tratados;11;3 ug/kg;111,235,102;7,849,109,904;3,306,495,953;0.751508796;14
2130;SHR 17 Semanas Nao Tratados;11;3 ug/kg;1,118,202;7,781,216,957;3,262,065,144;0.754767795;15
2131;SHR 17 Semanas Nao Tratados;11;10 ug/kg;5,887,979,091;1,017,064,517;3,157,261,097;0.781738031;1
2132;SHR 17 Semanas Nao Tratados;11;10 ug/kg;5,696,720,281;6,697,277,156;3,275,744,909;0.809842842;2
2133;SHR 17 Semanas Nao Tratados;11;10 ug/kg;6,597,552,857;7,714,791,835;3,347,860,052;0.800601607;3
2134;SHR 17 Semanas Nao Tratados;11;10 ug/kg;668,447,333;7,552,524,943;3,303,979,634;0.782690589;4
2135;SHR 17 Semanas Nao Tratados;11;10 ug/kg;7,148,012,163;8,391,629,157;324,384,047;0.772868752;5
2136;SHR 17 Semanas Nao Tratados;11;10 ug/kg;7,270,696,782;5,589,336,916;3,241,724,804;0.765076916;6
2137;SHR 17 Semanas Nao Tratados;11;10 ug/kg;7,853,688,783;7,635,127,607;3,210,126,371;0.771139094;7
2138;SHR 17 Semanas Nao Tratados;11;10 ug/kg;797,853;8,484,193,438;3,292,191,514;0.75682275;8
2139;SHR 17 Semanas Nao Tratados;11;10 ug/kg;844,536;8,155,560,973;3,267,772,193;0.761059688;9
2140;SHR 17 Semanas Nao Tratados;11;10 ug/kg;8,527,606,061;765,472,814;3,278,181,201;0.764793199;10
2141;SHR 17 Semanas Nao Tratados;11;10 ug/kg;8,897,424,242;7,791,666,413;3,227,787,337;0.766890548;11
2142;SHR 17 Semanas Nao Tratados;11;10 ug/kg;892,108;7,975,723,985;3,289,899,347;0.762417933;12
2143;SHR 17 Semanas Nao Tratados;11;10 ug/kg;929,645;7,632,939,301;3,283,431,593;0.763933096;13
2144;SHR 17 Semanas Nao Tratados;11;10 ug/kg;935,957;7,756,897,648;3,240,667,755;0.763322487;14
2145;SHR 17 Semanas Nao Tratados;11;10 ug/kg;968,361;779,262,989;3,227,829,373;0.761194653;15
2146;SHR 17 Semanas Nao Tratados;11;30 ug/kg;5,474,859,612;9,767,103,159;327,853,094;0.867181441;1
2147;SHR 17 Semanas Nao Tratados;11;30 ug/kg;5,126,338,206;566,679,593;3,567,146,567;1,327,742,546;2
2148;SHR 17 Semanas Nao Tratados;11;30 ug/kg;5,780,888,462;9,085,252,905;3,690,582,924;1,231,051,121;3
2149;SHR 17 Semanas Nao Tratados;11;30 ug/kg;5,642,987,793;854,274,041;3,497,045,953;0.936173611;4
2150;SHR 17 Semanas Nao Tratados;11;30 ug/kg;589,478;8,928,498,305;3,367,045,953;0.848628223;5
2151;SHR 17 Semanas Nao Tratados;11;30 ug/kg;5,881,070,212;7,518,409,218;3,329,790,209;0.813418586;6
2152;SHR 17 Semanas Nao Tratados;11;30 ug/kg;606,844,948;6,487,673,312;3,338,202,219;0.799941206;7
2153;SHR 17 Semanas Nao Tratados;11;30 ug/kg;6,204,252,631;6,776,709,005;3,337,912,663;0.785229468;8
2154;SHR 17 Semanas Nao Tratados;11;30 ug/kg;671,417;8,461,518,126;3,268,491,384;0.786262725;9
2155;SHR 17 Semanas Nao Tratados;11;30 ug/kg;667,933;8,528,603,691;3,269,227,546;0.782792853;10
2156;SHR 17 Semanas Nao Tratados;11;30 ug/kg;704,102;8,517,613,596;3,311,854,439;0.780305597;11
2157;SHR 17 Semanas Nao Tratados;11;30 ug/kg;6,978,207,632;8,596,372,673;3,279,184,334;0.774932729;12
2158;SHR 17 Semanas Nao Tratados;11;30 ug/kg;733,334,359;7,911,329,161;3,241,980,679;0.778661637;13
2159;SHR 17 Semanas Nao Tratados;11;30 ug/kg;7,298,122,581;7,015,457,694;3,226,056,266;0.786156737;14
2160;SHR 17 Semanas Nao Tratados;11;30 ug/kg;784,243;8,170,183,195;3,229,001,175;0.786356441;15
2161;SHR 17 Semanas Nao Tratados;11;100 ug/kg;6,075,829,756;1,086,054,276;3,475,072,815;1,407,213,397;1
2162;SHR 17 Semanas Nao Tratados;11;100 ug/kg;4,578,774,895;4,739,261,135;5,037,079,851;3,062,584,897;2
2163;SHR 17 Semanas Nao Tratados;11;100 ug/kg;4,753,439,394;683,319,575;5,101,383,172;2,627,183,426;3
2164;SHR 17 Semanas Nao Tratados;11;100 ug/kg;4,927,333,601;5,045,073,477;4,456,385,484;1,917,617,883;4
2165;SHR 17 Semanas Nao Tratados;11;100 ug/kg;5,340,354,863;6,006,689,687;3,967,054,099;1,384,987,486;5
2166;SHR 17 Semanas Nao Tratados;11;100 ug/kg;563,149;8,169,362,511;3,755,591,384;1,086,135,861;6
2167;SHR 17 Semanas Nao Tratados;11;100 ug/kg;5,734,303,689;7,024,569,725;3,643,117,363;0.96308664;7
2168;SHR 17 Semanas Nao Tratados;11;100 ug/kg;5,876,488,261;7,414,717,291;3,533,669,191;0.908682009;8
2169;SHR 17 Semanas Nao Tratados;11;100 ug/kg;606,278;7,796,928,893;3,602,670,496;0.866892123;9
2170;SHR 17 Semanas Nao Tratados;11;100 ug/kg;617,703;8,045,532,854;3,485,858,355;0.84809775;10
2171;SHR 17 Semanas Nao Tratados;11;100 ug/kg;634,752;7,927,296,593;3,530,384,726;0.840154883;11
2172;SHR 17 Semanas Nao Tratados;11;100 ug/kg;636,931;7,696,229,524;350,496,658;0.843552968;12
2173;SHR 17 Semanas Nao Tratados;11;100 ug/kg;65,668,255;6,816,326,907;3,441,494,909;0.838719968;13
2174;SHR 17 Semanas Nao Tratados;11;100 ug/kg;665,092;7,506,247,456;3,457,198,042;0.829339078;14
2175;SHR 17 Semanas Nao Tratados;11;100 ug/kg;691,351;7,501,201,317;3,464,154,047;0.834136697;15
2176;SHR 17 Semanas Nao Tratados;12;PBS;66,147;0.784545806;3,262,327,023;0.645752923;1
2177;SHR 17 Semanas Nao Tratados;12;PBS;712,739;0.719613947;3,233,922,846;0.656120335;2
2178;SHR 17 Semanas Nao Tratados;12;PBS;715,812;0.574043394;321,698,094;0.666143841;3
2179;SHR 17 Semanas Nao Tratados;12;PBS;719,469;0.584471954;3,209,773,629;0.664488514;4
2180;SHR 17 Semanas Nao Tratados;12;PBS;726,616;0.492242282;3,181,353,786;0.67244212;5
2181;SHR 17 Semanas Nao Tratados;12;PBS;725,092;0.678016537;3,230,683,029;0.668181367;6
2182;SHR 17 Semanas Nao Tratados;12;PBS;7,128,757,576;0.359665635;3,236,719,713;0.675744065;7
2183;SHR 17 Semanas Nao Tratados;12;PBS;710,076;0.540043246;3,210,877,023;0.676646245;8
2184;SHR 17 Semanas Nao Tratados;12;PBS;707,092;0.481327457;3,190,088,903;0.676963776;9
2185;SHR 17 Semanas Nao Tratados;12;PBS;710,707;0.641551552;321,218,329;0.679758055;10
2186;SHR 17 Semanas Nao Tratados;12;PBS;706,557;0.384277507;3,236,286,554;0.679163994;11
2187;SHR 17 Semanas Nao Tratados;12;PBS;703,319;0.429758436;3,263,179,634;0.681141154;12
2188;SHR 17 Semanas Nao Tratados;12;PBS;691,252;0.392522225;3,219,003,133;0.680668487;13
2189;SHR 17 Semanas Nao Tratados;12;PBS;6,884,020,202;0.524709793;3,222,224,282;0.690008476;14
2190;SHR 17 Semanas Nao Tratados;12;PBS;698,972;0.447367338;3,226,789,164;0.688288685;15
2191;SHR 17 Semanas Nao Tratados;12;3 ug/kg;55,919;2,395,265,743;3,261,903,133;0.738612726;1
2192;SHR 17 Semanas Nao Tratados;12;3 ug/kg;6,856,244,898;1,243,608,866;3,295,508,877;0.744143169;2
2193;SHR 17 Semanas Nao Tratados;12;3 ug/kg;662,302;1,423,467,086;3,254,777,676;0.726367818;3
2194;SHR 17 Semanas Nao Tratados;12;3 ug/kg;737,222;1,001,968,346;3,255,770,235;0.7216669;4
2195;SHR 17 Semanas Nao Tratados;12;3 ug/kg;732,929;1,110,470,184;3,275,868,538;0.719728819;5
2196;SHR 17 Semanas Nao Tratados;12;3 ug/kg;783,099;0.896168607;3,255,696,084;0.722593852;6
2197;SHR 17 Semanas Nao Tratados;12;3 ug/kg;809,783;0.940417976;3,283,572,193;0.72070413;7
2198;SHR 17 Semanas Nao Tratados;12;3 ug/kg;848,420,202;0.833130291;3,254,265,405;0.729229355;8
2199;SHR 17 Semanas Nao Tratados;12;3 ug/kg;874,473;0.874185167;3,258,639,687;0.725373435;9
2200;SHR 17 Semanas Nao Tratados;12;3 ug/kg;907,515;0.83317741;3,267,944,778;0.730679044;10
2201;SHR 17 Semanas Nao Tratados;12;3 ug/kg;930,162;0.869493966;3,293,936,684;0.733559368;11
2202;SHR 17 Semanas Nao Tratados;12;3 ug/kg;9,623,313,131;0.849893927;3,265,887,467;0.74272476;12
2203;SHR 17 Semanas Nao Tratados;12;3 ug/kg;982,925;0.900633195;326,082,376;0.746988479;13
2204;SHR 17 Semanas Nao Tratados;12;3 ug/kg;1,007,823;0.874383887;3,268,581,332;0.744966065;14
2205;SHR 17 Semanas Nao Tratados;12;3 ug/kg;1,027,637,374;0.9472189;3,249,463,185;0.749506685;15
2206;SHR 17 Semanas Nao Tratados;12;10 ug/kg;715,644;8,288,122,245;3,420,058,616;0.935386264;1
2207;SHR 17 Semanas Nao Tratados;12;10 ug/kg;797,751;7,997,841,943;3,395,134,856;0.904261537;2
2208;SHR 17 Semanas Nao Tratados;12;10 ug/kg;7,621,828,283;6,728,574,619;3,364,459,791;0.839447934;3
2209;SHR 17 Semanas Nao Tratados;12;10 ug/kg;7,915,693,878;2,413,380,402;3,355,032,245;0.810361251;4
2210;SHR 17 Semanas Nao Tratados;12;10 ug/kg;799,524;2,317,971,126;3,338,884,987;0.791068872;5
2211;SHR 17 Semanas Nao Tratados;12;10 ug/kg;838,638;2,078,214,453;3,305,574,413;0.79666275;6
2212;SHR 17 Semanas Nao Tratados;12;10 ug/kg;855,881;2,033,170,731;3,317,053,003;0.791989766;7
2213;SHR 17 Semanas Nao Tratados;12;10 ug/kg;8,897,272,727;188,572,501;3,330,379,896;0.7835554;8
2214;SHR 17 Semanas Nao Tratados;12;10 ug/kg;900,057;1,820,860,744;3,321,347,258;0.797154587;9
2215;SHR 17 Semanas Nao Tratados;12;10 ug/kg;925,316;17,497,929;3,312,701,175;0.794217572;10
2216;SHR 17 Semanas Nao Tratados;12;10 ug/kg;941,338;1,804,655,472;3,312,202,219;0.794975761;11
2217;SHR 17 Semanas Nao Tratados;12;10 ug/kg;9,584,285,714;1,781,520,259;3,315,383,812;0.797322439;12
2218;SHR 17 Semanas Nao Tratados;12;10 ug/kg;97.3;188,530,327;3,290,293,734;0.799186834;13
2219;SHR 17 Semanas Nao Tratados;12;10 ug/kg;993,862;1,821,425,116;3,352,764,883;0.7957207;14
2220;SHR 17 Semanas Nao Tratados;12;10 ug/kg;1,005,918,182;1,894,163,627;3,343,972,846;0.795424463;15
2221;SHR 17 Semanas Nao Tratados;12;30 ug/kg;7,035,486,111;2,910,266,995;3,651,823,802;1,764,993,978;1
2222;SHR 17 Semanas Nao Tratados;12;30 ug/kg;6,317,280,658;2,556,122,973;4,162,674,648;1,664,774,705;2
2223;SHR 17 Semanas Nao Tratados;12;30 ug/kg;588,295;2,523,689,929;3,677,899,869;1,118,308,676;3
2224;SHR 17 Semanas Nao Tratados;12;30 ug/kg;592,676;2,124,897,203;3,512,816,188;0.971084883;4
2225;SHR 17 Semanas Nao Tratados;12;30 ug/kg;599,614;2,145,598,275;3,466,426,371;0.909803328;5
2226;SHR 17 Semanas Nao Tratados;12;30 ug/kg;607,758;2,118,452,446;3,465,112,141;0.882428626;6
2227;SHR 17 Semanas Nao Tratados;12;30 ug/kg;611,499;2,044,016,394;3,443,296,475;0.858520865;7
2228;SHR 17 Semanas Nao Tratados;12;30 ug/kg;623,109;1,943,424,082;3,455,850,522;0.851348668;8
2229;SHR 17 Semanas Nao Tratados;12;30 ug/kg;63,042;1,864,951,593;345,183,799;0.850941033;9
2230;SHR 17 Semanas Nao Tratados;12;30 ug/kg;634,888;1,731,515,527;3,425,826,371;0.843434249;10
2231;SHR 17 Semanas Nao Tratados;12;30 ug/kg;647,397;1,724,306,012;342,098,799;0.841745987;11
2232;SHR 17 Semanas Nao Tratados;12;30 ug/kg;6,525,515,152;1,661,157,921;3,386,154,178;0.850417421;12
2233;SHR 17 Semanas Nao Tratados;12;30 ug/kg;661,922;1,594,748,693;3,398,386,292;0.85007644;13
2234;SHR 17 Semanas Nao Tratados;12;30 ug/kg;673,859,596;1,500,824,888;3,453,148,956;0.844372373;14
2235;SHR 17 Semanas Nao Tratados;12;30 ug/kg;6,802,353,535;1,437,742,216;3,424,880,679;0.852685942;15
2236;SHR 17 Semanas Nao Tratados;12;100 ug/kg;7,289,739,646;1,001,413,972;4,063,459,429;3,103,124,777;1
2237;SHR 17 Semanas Nao Tratados;12;100 ug/kg;6,556,204,679;0.629401566;5,045,133,599;2,615,790,796;2
2238;SHR 17 Semanas Nao Tratados;12;100 ug/kg;5,969,478,339;0.679323537;4,458,378,016;1,779,205,902;3
2239;SHR 17 Semanas Nao Tratados;12;100 ug/kg;5,438,374,505;0.520039558;4,105,710,561;135,436,513;4
2240;SHR 17 Semanas Nao Tratados;12;100 ug/kg;5,030,170,498;0.746090197;3,959,010,183;1,159,824,725;5
2241;SHR 17 Semanas Nao Tratados;12;100 ug/kg;4,772,080,584;1,018,499,848;3,848,927,154;1,058,224,033;6
2242;SHR 17 Semanas Nao Tratados;12;100 ug/kg;4,614,242,003;1,236,013,827;3,780,080,418;0.998342635;7
2243;SHR 17 Semanas Nao Tratados;12;100 ug/kg;4,550,746,222;1,594,760,639;368,992,624;0.978467598;8
2244;SHR 17 Semanas Nao Tratados;12;100 ug/kg;46,869;1,749,599,377;3,667,458,616;0.972568723;9
2245;SHR 17 Semanas Nao Tratados;12;100 ug/kg;48,217;1,808,201,015;3,658,562,794;0.953713251;10
2246;SHR 17 Semanas Nao Tratados;12;100 ug/kg;494,022;1,754,941,986;3,655,607,702;0.947191951;11
2247;SHR 17 Semanas Nao Tratados;12;100 ug/kg;500,916;1,785,369,113;3,647,469,974;0.953598067;12
2248;SHR 17 Semanas Nao Tratados;12;100 ug/kg;51,286;1,811,388,775;3,641,455,744;0.946776513;13
2249;SHR 17 Semanas Nao Tratados;12;100 ug/kg;518,519;1,873,441,006;3,665,363,708;0.952545187;14
2250;SHR 17 Semanas Nao Tratados;12;100 ug/kg;5,240,755,102;1,876,885,477;3,654,450,522;0.940376581;15
2251;SHR 17 Semanas Nao Tratados;13;PBS;620,494;8,203,865,536;3,081,757,833;0.642160694;1
2252;SHR 17 Semanas Nao Tratados;13;PBS;809,767;6,173,151,881;3,143,540,992;0.633515713;2
2253;SHR 17 Semanas Nao Tratados;13;PBS;802,164;6,769,229,328;3,096,546,997;0.648761227;3
2254;SHR 17 Semanas Nao Tratados;13;PBS;907,689;6,633,905,852;3,125,161,488;0.646127471;4
2255;SHR 17 Semanas Nao Tratados;13;PBS;87,745;6,964,423,084;3,112,560,052;0.647876336;5
2256;SHR 17 Semanas Nao Tratados;13;PBS;96,243;6,545,859,282;3,128,687,337;0.644317214;6
2257;SHR 17 Semanas Nao Tratados;13;PBS;924,034;6,819,712,844;3,110,795,822;0.652866858;7
2258;SHR 17 Semanas Nao Tratados;13;PBS;977,879,798;6,697,191,001;3,128,479,373;0.656805601;8
2259;SHR 17 Semanas Nao Tratados;13;PBS;9,390,181,818;7,013,834,342;313,240,248;0.649794517;9
2260;SHR 17 Semanas Nao Tratados;13;PBS;989,054;6,708,053,116;3,102,628,851;0.656546029;10
2261;SHR 17 Semanas Nao Tratados;13;PBS;9,524,393,939;698,833,486;3,120,124,674;0.655022126;11
2262;SHR 17 Semanas Nao Tratados;13;PBS;990,173;6,875,306,987;3,123,681,854;0.667914544;12
2263;SHR 17 Semanas Nao Tratados;13;PBS;9,427,131,313;7,105,846,924;3,110,367,755;0.661542784;13
2264;SHR 17 Semanas Nao Tratados;13;PBS;987,531;7,054,259,791;308,337,624;0.665223574;14
2265;SHR 17 Semanas Nao Tratados;13;PBS;9,435,737,374;7,070,809,004;3,103,132,376;0.658856002;15
2266;SHR 17 Semanas Nao Tratados;13;3 ug/kg;5,733,683,953;8,664,926,972;3,061,074,151;0.694142654;1
2267;SHR 17 Semanas Nao Tratados;13;3 ug/kg;722,165;7,596,111,761;3,139,085,509;0.675114395;2
2268;SHR 17 Semanas Nao Tratados;13;3 ug/kg;6,478,767,179;6,809,152,215;3,112,994,778;0.680805593;3
2269;SHR 17 Semanas Nao Tratados;13;3 ug/kg;7,637,152,721;6,667,906,036;3,165,364,491;0.668172989;4
2270;SHR 17 Semanas Nao Tratados;13;3 ug/kg;7,401,441,713;7,293,721,251;3,084,300,653;0.67734405;5
2271;SHR 17 Semanas Nao Tratados;13;3 ug/kg;8,547,759,375;6,838,417,147;3,087,794,386;0.682238198;6
