N;Grupo;Animal;Dosagem;PA_mmHg;Desvio_PA;Ptr_cmH2O;Desvio_Ptr;Perturbacao
1809;SHR 17 Semanas Nao Tratados;7;PBS;1,022,657;1,027,486,442;3,210,356,658;0.721076524;9
1810;SHR 17 Semanas Nao Tratados;7;PBS;1,012,079;103,874,364;3,202,021,802;0.719759199;10
1811;SHR 17 Semanas Nao Tratados;7;PBS;1,003,182,247;1,033,781,341;3,145,825,196;0.723727053;11
1812;SHR 17 Semanas Nao Tratados;7;PBS;97,886;1,047,032,401;3,224,451,697;0.731149222;12
1813;SHR 17 Semanas Nao Tratados;7;PBS;988,761;1,059,891,093;3,218,859,008;0.773115235;13
1814;SHR 17 Semanas Nao Tratados;7;PBS;974,208;1,063,922,917;3,204,539,034;0.793349907;14
1815;SHR 17 Semanas Nao Tratados;7;PBS;970,439;1,065,614,205;3,230,009,922;0.799460929;15
1816;SHR 17 Semanas Nao Tratados;7;3 ug/kg;6,354,321,395;76,717,938;3,065,258,877;0.717125585;1
1817;SHR 17 Semanas Nao Tratados;7;3 ug/kg;7,762,750,502;8,558,855,137;2,998,624,021;0.747469575;2
1818;SHR 17 Semanas Nao Tratados;7;3 ug/kg;7,414,931,089;1,042,912,358;3,122,954,961;0.753809862;3
1819;SHR 17 Semanas Nao Tratados;7;3 ug/kg;873,136,532;1,013,712,865;3,098,128,851;0.773688263;4
1820;SHR 17 Semanas Nao Tratados;7;3 ug/kg;821,846;1,103,450,469;3,111,815,405;0.787090011;5
1821;SHR 17 Semanas Nao Tratados;7;3 ug/kg;933,682;109,534,302;3,073,127,415;0.828184824;6
1822;SHR 17 Semanas Nao Tratados;7;3 ug/kg;8,632,776,596;1,117,074,973;3,125,497,128;0.851802542;7
1823;SHR 17 Semanas Nao Tratados;7;3 ug/kg;974,665;1,132,965,264;3,152,387,467;0.852328557;8
1824;SHR 17 Semanas Nao Tratados;7;3 ug/kg;910,956;1,157,089,097;3,082,295,822;0.863972078;9
1825;SHR 17 Semanas Nao Tratados;7;3 ug/kg;981,605;1,127,261,492;3,148,628,068;0.854510105;10
1826;SHR 17 Semanas Nao Tratados;7;3 ug/kg;919,093;1,215,767,607;3,199,854,178;0.864154885;11
1827;SHR 17 Semanas Nao Tratados;7;3 ug/kg;1,017,011;1,157,790,048;3,113,117,232;0.844020455;12
1828;SHR 17 Semanas Nao Tratados;7;3 ug/kg;937,559,596;1,189,133,134;3,144,962,533;0.842963487;13
1829;SHR 17 Semanas Nao Tratados;7;3 ug/kg;1,014,347;1,138,743,517;3,166,770,235;0.847930843;14
1830;SHR 17 Semanas Nao Tratados;7;3 ug/kg;941,972;117,746,884;3,191,486,554;0.8551103;15
1831;SHR 17 Semanas Nao Tratados;7;10 ug/kg;5,626,799,723;6,743,533,681;3,160,879,896;0.845858916;1
1832;SHR 17 Semanas Nao Tratados;7;10 ug/kg;6,534,698,571;5,549,478,253;3,123,009,269;0.878223176;2
1833;SHR 17 Semanas Nao Tratados;7;10 ug/kg;6,800,674,545;1,080,253,875;318,343,094;0.90975079;3
1834;SHR 17 Semanas Nao Tratados;7;10 ug/kg;7,004,052,801;1,002,074,432;3,102,441,906;0.834372705;4
1835;SHR 17 Semanas Nao Tratados;7;10 ug/kg;7,006,574,444;7,937,072,267;3,105,790,601;0.788531455;5
1836;SHR 17 Semanas Nao Tratados;7;10 ug/kg;7,232,117,556;7,543,666,802;3,065,643,342;0.774760926;6
1837;SHR 17 Semanas Nao Tratados;7;10 ug/kg;7,561,727,391;1,077,854,347;3,086,259,791;0.767982168;7
1838;SHR 17 Semanas Nao Tratados;7;10 ug/kg;7,756,949,495;1,018,108,935;3,189,446,345;0.772987611;8
1839;SHR 17 Semanas Nao Tratados;7;10 ug/kg;7,541,712,802;8,808,819,582;3,100,024,151;0.836864189;9
1840;SHR 17 Semanas Nao Tratados;7;10 ug/kg;7,806,723,871;9,448,963,894;3,222,354,961;0.922616615;10
1841;SHR 17 Semanas Nao Tratados;7;10 ug/kg;799,799;1,172,647,238;3,207,880,313;1,003,764,053;11
1842;SHR 17 Semanas Nao Tratados;7;10 ug/kg;8,019,227,178;1,079,434,957;315,343,064;0.981349516;12
1843;SHR 17 Semanas Nao Tratados;7;10 ug/kg;7,892,188,481;1,055,693,416;3,199,263,708;0.962771542;13
1844;SHR 17 Semanas Nao Tratados;7;10 ug/kg;8,147,768,751;1,166,004,779;3,212,465,144;0.920501425;14
1845;SHR 17 Semanas Nao Tratados;7;10 ug/kg;8,232,629,184;1,203,077,596;3,239,884,595;0.892699477;15
1846;SHR 17 Semanas Nao Tratados;7;30 ug/kg;5,296,829,539;114,285,354;3,187,309,399;0.887018545;1
1847;SHR 17 Semanas Nao Tratados;7;30 ug/kg;5,135,946,575;5,443,834,409;3,467,971,732;1,791,201,526;2
1848;SHR 17 Semanas Nao Tratados;7;30 ug/kg;5,506,334,076;1,019,389,843;4,656,330,046;2,141,298,255;3
1849;SHR 17 Semanas Nao Tratados;7;30 ug/kg;582,227,502;1,002,907,016;3,756,178,982;1,350,951,625;4
1850;SHR 17 Semanas Nao Tratados;7;30 ug/kg;6,004,011,483;8,302,712,912;3,459,067,833;1,226,979,435;5
1851;SHR 17 Semanas Nao Tratados;7;30 ug/kg;6,083,816,842;1,024,388,298;3,396,188,094;1,200,498,368;6
1852;SHR 17 Semanas Nao Tratados;7;30 ug/kg;6,490,939,474;1,140,999,345;329,834,577;1,045,926,408;7
1853;SHR 17 Semanas Nao Tratados;7;30 ug/kg;6,439,397,215;9,279,563,345;323,992,154;0.952987156;8
1854;SHR 17 Semanas Nao Tratados;7;30 ug/kg;6,813,423,171;1,113,123,103;3,344,991,384;0.92735079;9
1855;SHR 17 Semanas Nao Tratados;7;30 ug/kg;680,333,411;1,010,676,105;3,237,296,867;0.918860626;10
1856;SHR 17 Semanas Nao Tratados;7;30 ug/kg;7,037,620,843;1,123,629,676;3,144,499,086;0.878001223;11
1857;SHR 17 Semanas Nao Tratados;7;30 ug/kg;7,052,622,449;1,204,113,958;3,378,498,695;0.879917971;12
1858;SHR 17 Semanas Nao Tratados;7;30 ug/kg;7,065,723,158;1,048,097,621;3,251,985,117;0.896790883;13
1859;SHR 17 Semanas Nao Tratados;7;30 ug/kg;7,122,447,692;1,046,321,601;3,122,752,611;0.894199463;14
1860;SHR 17 Semanas Nao Tratados;7;30 ug/kg;7,129,718,333;1,086,859,705;3,265,625,849;0.857935426;15
1861;SHR 17 Semanas Nao Tratados;7;100 ug/kg;3,949,313,787;7,245,536,628;3,221,445,953;0.864872791;1
1862;SHR 17 Semanas Nao Tratados;7;100 ug/kg;4,406,456,754;6,720,052,375;3,999,030,013;3,265,972,959;2
1863;SHR 17 Semanas Nao Tratados;7;100 ug/kg;4,072,614,884;4,504,567,675;6,057,003,307;3,451,630,969;3
1864;SHR 17 Semanas Nao Tratados;7;100 ug/kg;4,211,165,336;6,385,198,032;5,557,397,292;2,612,057,472;4
1865;SHR 17 Semanas Nao Tratados;7;100 ug/kg;4,429,975,773;7,078,664,265;4,728,356,319;1,991,310,989;5
1866;SHR 17 Semanas Nao Tratados;7;100 ug/kg;4,962,296,667;9,617,609,584;4,279,829,634;162,646,775;6
1867;SHR 17 Semanas Nao Tratados;7;100 ug/kg;5,138,097,107;8,248,710,582;3,971,004,869;1,369,922,898;7
1868;SHR 17 Semanas Nao Tratados;7;100 ug/kg;551,528;1,079,349,842;3,813,648,825;1,199,771,529;8
1869;SHR 17 Semanas Nao Tratados;7;100 ug/kg;560,271;1,100,575,729;3,687,426,632;1,096,263,686;9
1870;SHR 17 Semanas Nao Tratados;7;100 ug/kg;567,312,616;1,042,732,315;3,564,134,465;1,042,489,655;10
1871;SHR 17 Semanas Nao Tratados;7;100 ug/kg;5,703,818,571;1,109,245,529;3,600,267,755;1,009,353,114;11
1872;SHR 17 Semanas Nao Tratados;7;100 ug/kg;5,856,731,633;1,112,849,869;3,601,647,781;0.986581382;12
1873;SHR 17 Semanas Nao Tratados;7;100 ug/kg;598,929;1,160,031,934;3,629,124,543;0.983251371;13
1874;SHR 17 Semanas Nao Tratados;7;100 ug/kg;619,540,404;1,153,276,432;361,631,893;0.977193993;14
1875;SHR 17 Semanas Nao Tratados;7;100 ug/kg;624,321;1,139,865,563;3,562,904,961;0.978545027;15
1876;SHR 17 Semanas Nao Tratados;8;PBS;562,751;1,362,097,043;319,555,705;0.691295579;1
1877;SHR 17 Semanas Nao Tratados;8;PBS;6,208,622,449;1,523,989,505;3,203,429,634;0.70343595;2
1878;SHR 17 Semanas Nao Tratados;8;PBS;6,259,877,551;1,574,495,418;3,148,996,997;0.706861553;3
1879;SHR 17 Semanas Nao Tratados;8;PBS;630,609;1,612,573,281;3,140,599,739;0.725759585;4
1880;SHR 17 Semanas Nao Tratados;8;PBS;605,928;1,528,850,126;3,113,568,538;0.723536875;5
1881;SHR 17 Semanas Nao Tratados;8;PBS;563,159,596;1,477,219,775;315,502,154;0.717290624;6
1882;SHR 17 Semanas Nao Tratados;8;PBS;543,461;132,309;3,134,795,822;0.720440645;7
1883;SHR 17 Semanas Nao Tratados;8;PBS;499,963;118,395,147;3,175,193,211;0.727235985;8
1884;SHR 17 Semanas Nao Tratados;8;PBS;4,982,287,593;1,142,199,871;309,405,718;0.736314433;9
1885;SHR 17 Semanas Nao Tratados;8;PBS;469,376;1,176,246,265;3,157,798,042;0.725623412;10
1886;SHR 17 Semanas Nao Tratados;8;PBS;485,660,404;1,029,464,131;3,188,867,885;0.724803905;11
1887;SHR 17 Semanas Nao Tratados;8;PBS;5,029,656,566;1,157,506,205;312,250,718;0.737020089;12
1888;SHR 17 Semanas Nao Tratados;8;PBS;5,026,343,434;1,145,667,083;3,140,201,697;0.733197354;13
1889;SHR 17 Semanas Nao Tratados;8;PBS;4,414,252;9,682,245,834;320,032,389;0.729534161;14
1890;SHR 17 Semanas Nao Tratados;8;PBS;4,452,126,167;9,617,094,409;321,059,295;0.729843909;15
1891;SHR 17 Semanas Nao Tratados;8;3 ug/kg;7,255,173,469;1,639,756,564;3,171,834,987;0.803916054;1
1892;SHR 17 Semanas Nao Tratados;8;3 ug/kg;703,973;1,538,791,017;3,285,944,778;0.807008387;2
1893;SHR 17 Semanas Nao Tratados;8;3 ug/kg;698,143;1,579,621,865;3,164,461,358;0.814930511;3
1894;SHR 17 Semanas Nao Tratados;8;3 ug/kg;67,652;1,611,195,723;3,211,427,546;0.806592433;4
1895;SHR 17 Semanas Nao Tratados;8;3 ug/kg;66,499;161,253,404;3,229,559,922;0.795371244;5
1896;SHR 17 Semanas Nao Tratados;8;3 ug/kg;647,069;1,529,826,389;3,308,702,089;0.790878831;6
1897;SHR 17 Semanas Nao Tratados;8;3 ug/kg;619,457;1,487,381,193;3,266,188,381;0.793838846;7
1898;SHR 17 Semanas Nao Tratados;8;3 ug/kg;608,620,202;1,447,427,535;3,273,386,162;0.793828513;8
1899;SHR 17 Semanas Nao Tratados;8;3 ug/kg;609,467;144,625,821;3,264,444,778;0.796902991;9
1900;SHR 17 Semanas Nao Tratados;8;3 ug/kg;605,442,732;1,251,748,911;3,278,370,235;0.791203402;10
1901;SHR 17 Semanas Nao Tratados;8;3 ug/kg;637,087;1,416,015,641;3,293,672,715;0.796286624;11
1902;SHR 17 Semanas Nao Tratados;8;3 ug/kg;637,198;1,477,762,744;3,289,855,875;0.802488107;12
1903;SHR 17 Semanas Nao Tratados;8;3 ug/kg;6,336,606,061;1,406,542,996;3,345,720,888;0.801678488;13
1904;SHR 17 Semanas Nao Tratados;8;3 ug/kg;6,497,838,384;1,380,034,684;3,319,794,778;0.804793659;14
1905;SHR 17 Semanas Nao Tratados;8;3 ug/kg;670,155;1,422,421,945;3,256,706,005;0.81364138;15
1906;SHR 17 Semanas Nao Tratados;8;10 ug/kg;7,104,103,043;1,172,767,151;3,513,535,117;0.813573716;1
1907;SHR 17 Semanas Nao Tratados;8;10 ug/kg;7,725,680,826;977,196,014;3,543,704,569;0.815035102;2
1908;SHR 17 Semanas Nao Tratados;8;10 ug/kg;851,098;9,843,234,253;3,501,317,232;0.811018452;3
1909;SHR 17 Semanas Nao Tratados;8;10 ug/kg;9,604,616,162;89,499,262;3,495,948,172;0.802521185;4
1910;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,039,528;8,593,042,767;3,487,817,363;0.795815168;5
1911;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,120,527,273;8,536,891,111;3,409,110,966;0.803030859;6
1912;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,183,790,909;8,718,185,789;3,424,350,914;0.801563481;7
1913;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,235,316;9,188,992,176;350,653,107;0.798641846;8
1914;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,281,067;9,593,291,854;3,493,906,266;0.799554768;9
1915;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,336,533,333;9,913,767,278;3,478,224,413;0.790365581;10
1916;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,349,826;1,038,263,932;3,486,619,843;0.797469528;11
1917;SHR 17 Semanas Nao Tratados;8;10 ug/kg;138,377;1,089,056,227;3,436,379,896;0.797121071;12
1918;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,405,038;1,103,529,515;3,431,325,587;0.793697639;13
1919;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,436,778;1,189,716,854;3,497,650,783;0.794647956;14
1920;SHR 17 Semanas Nao Tratados;8;10 ug/kg;1,450,694,294;12,390,406;3,450,929,243;0.8025715;15
1921;SHR 17 Semanas Nao Tratados;8;30 ug/kg;5,625,033,195;1,046,927,558;3,766,709,922;1,025,203,945;1
1922;SHR 17 Semanas Nao Tratados;8;30 ug/kg;5,556,429,112;9,738,860,365;3,811,526,762;1,362,862,665;2
1923;SHR 17 Semanas Nao Tratados;8;30 ug/kg;5,859,090,805;1,011,045,392;3,727,853,786;1,127,288,347;3
1924;SHR 17 Semanas Nao Tratados;8;30 ug/kg;643,308;1,075,439,329;3,571,928,068;0.966760044;4
1925;SHR 17 Semanas Nao Tratados;8;30 ug/kg;71,025;1,063,032,308;3,525,598,172;0.894322648;5
1926;SHR 17 Semanas Nao Tratados;8;30 ug/kg;7,510,833,333;9,164,665,536;3,514,184,073;0.865290681;6
1927;SHR 17 Semanas Nao Tratados;8;30 ug/kg;8,028,708,333;9,244,406,532;3,457,901,697;0.842770362;7
1928;SHR 17 Semanas Nao Tratados;8;30 ug/kg;84,426;8,463,791,328;35,062;0.83011422;8
1929;SHR 17 Semanas Nao Tratados;8;30 ug/kg;874,695;8,478,790,577;3,461,672,454;0.839428895;9
1930;SHR 17 Semanas Nao Tratados;8;30 ug/kg;917,132;8,397,649,488;3,441,743,081;0.825681131;10
1931;SHR 17 Semanas Nao Tratados;8;30 ug/kg;945,387;8,405,495,155;3,442,425,718;0.828268665;11
1932;SHR 17 Semanas Nao Tratados;8;30 ug/kg;9,749,808,081;823,430,451;3,461,346,867;0.82768841;12
1933;SHR 17 Semanas Nao Tratados;8;30 ug/kg;995,623;838,152,741;3,443,391,384;0.827030013;13
1934;SHR 17 Semanas Nao Tratados;8;30 ug/kg;1,016,633;8,291,548,948;3,424,283,159;0.823419998;14
1935;SHR 17 Semanas Nao Tratados;8;30 ug/kg;1,035,772;8,038,074,934;3,433,386,815;0.820302811;15
1936;SHR 17 Semanas Nao Tratados;8;100 ug/kg;4,630,167,209;9,368,724,164;3,991,033,336;2,522,425,463;1
1937;SHR 17 Semanas Nao Tratados;8;100 ug/kg;3,659,645,952;4,712,375,534;6,189,451,442;3,287,769,643;2
1938;SHR 17 Semanas Nao Tratados;8;100 ug/kg;4,067,602,647;6,097,444,894;5,463,855,379;2,282,213,945;3
1939;SHR 17 Semanas Nao Tratados;8;100 ug/kg;4,261,388,531;7,005,859,933;4,574,609,909;1,622,667,015;4
1940;SHR 17 Semanas Nao Tratados;8;100 ug/kg;471,531;1,162,154,319;4,219,525,587;1,312,873,813;5
1941;SHR 17 Semanas Nao Tratados;8;100 ug/kg;4,796,151,515;1,061,261,594;404,913,799;1,161,775,753;6
1942;SHR 17 Semanas Nao Tratados;8;100 ug/kg;501,914;1,020,513,389;3,936,195,039;1,065,198,104;7
1943;SHR 17 Semanas Nao Tratados;8;100 ug/kg;530,263;1,044,789,348;3,858,285,379;1,009,708,953;8
1944;SHR 17 Semanas Nao Tratados;8;100 ug/kg;547,185;1,071,109,576;3,778,592,689;0.96879363;9
1945;SHR 17 Semanas Nao Tratados;8;100 ug/kg;5,726,545,455;1,100,704,507;3,742,964,491;0.950172103;10
1946;SHR 17 Semanas Nao Tratados;8;100 ug/kg;590,175;1,061,088,191;3,672,772,193;0.937105898;11
1947;SHR 17 Semanas Nao Tratados;8;100 ug/kg;6,009,505,051;1,041,899,486;367,103,577;0.922495541;12
1948;SHR 17 Semanas Nao Tratados;8;100 ug/kg;619,686;1,054,897,161;3,659,346,084;0.915190171;13
1949;SHR 17 Semanas Nao Tratados;8;100 ug/kg;6,330,777,778;1,049,284,271;3,642,772,715;0.910642887;14
1950;SHR 17 Semanas Nao Tratados;8;100 ug/kg;6,416,585,859;9,998,629,805;3,720,345,822;0.900955495;15
1951;SHR 17 Semanas Nao Tratados;9;PBS;6,646,689,403;8,708,337,359;3,554,138,512;0.684531239;1
1952;SHR 17 Semanas Nao Tratados;9;PBS;7,442,102,696;8,346,213,941;350,429,295;0.690038168;2
1953;SHR 17 Semanas Nao Tratados;9;PBS;7,775,231,091;9,564,118,446;3,520,193,734;0.689172119;3
1954;SHR 17 Semanas Nao Tratados;9;PBS;820,565;911,122,533;3,411,899,869;0.696662228;4
1955;SHR 17 Semanas Nao Tratados;9;PBS;822,032;8,612,863,281;3,478,698,695;0.697899518;5
1956;SHR 17 Semanas Nao Tratados;9;PBS;843,496;8,839,447,846;3,526,902,219;0.696878381;6
1957;SHR 17 Semanas Nao Tratados;9;PBS;870,066;8,977,356,275;349,636,201;0.70100029;7
1958;SHR 17 Semanas Nao Tratados;9;PBS;8,640,011,086;8,752,997,832;3,437,663,185;0.702300009;8
1959;SHR 17 Semanas Nao Tratados;9;PBS;871,505;8,537,894,185;3,463,587,337;0.701495686;9
1960;SHR 17 Semanas Nao Tratados;9;PBS;8,589,608,247;8,348,816,977;3,497,456,919;0.701908605;10
1961;SHR 17 Semanas Nao Tratados;9;PBS;858,169;8,615,584,856;3,518,893,211;0.699367459;11
1962;SHR 17 Semanas Nao Tratados;9;PBS;8,607,313,131;8,681,680,648;3,500,032,115;0.703237198;12
1963;SHR 17 Semanas Nao Tratados;9;PBS;862,684;8,655,658,711;350,653,342;0.697896298;13
1964;SHR 17 Semanas Nao Tratados;9;PBS;8,386,333,333;8,508,526,456;3,507,630,157;0.701838669;14
1965;SHR 17 Semanas Nao Tratados;9;PBS;841,782;8,562,640,533;3,519,953,655;0.698128874;15
1966;SHR 17 Semanas Nao Tratados;9;3 ug/kg;472,895,093;6,022,357,033;3,466,312,794;0.703401215;1
1967;SHR 17 Semanas Nao Tratados;9;3 ug/kg;5,950,894,186;5,151,076,299;3,531,686,031;0.698209788;2
1968;SHR 17 Semanas Nao Tratados;9;3 ug/kg;5,956,563,387;6,461,770,768;3,550,686,292;0.691928142;3
1969;SHR 17 Semanas Nao Tratados;9;3 ug/kg;5,551,676,202;4,396,462,224;3,534,620,496;0.687386413;4
1970;SHR 17 Semanas Nao Tratados;9;3 ug/kg;6,565,699,053;5,975,266,779;3,528,658,094;0.691389104;5
1971;SHR 17 Semanas Nao Tratados;9;3 ug/kg;695,858,439;6,077,560,833;3,528,142,428;0.694164108;6
1972;SHR 17 Semanas Nao Tratados;9;3 ug/kg;6,834,570,061;6,755,332,243;3,498,208,094;0.697601651;7
1973;SHR 17 Semanas Nao Tratados;9;3 ug/kg;7,815,002,551;7,538,248,384;3,519,288,381;0.695870758;8
1974;SHR 17 Semanas Nao Tratados;9;3 ug/kg;789,066;8,373,706,832;3,501,210,052;0.696162907;9
1975;SHR 17 Semanas Nao Tratados;9;3 ug/kg;805,563;8,401,194,919;3,517,798,303;0.697766472;10
1976;SHR 17 Semanas Nao Tratados;9;3 ug/kg;848,252;8,627,529,169;3,449,787,728;0.696067291;11
1977;SHR 17 Semanas Nao Tratados;9;3 ug/kg;882,347;8,188,288,564;3,440,513,969;0.701727987;12
1978;SHR 17 Semanas Nao Tratados;9;3 ug/kg;8,660,070,707;8,385,717,724;3,503,360,966;0.699816684;13
1979;SHR 17 Semanas Nao Tratados;9;3 ug/kg;922,535;8,238,705,569;345,685,235;0.695847974;14
1980;SHR 17 Semanas Nao Tratados;9;3 ug/kg;911,869;8,417,985,759;3,508,600,392;0.701615019;15
1981;SHR 17 Semanas Nao Tratados;9;10 ug/kg;4,946,392,682;6,138,478,246;3,559,156,919;0.817305134;1
1982;SHR 17 Semanas Nao Tratados;9;10 ug/kg;5,562,591,521;4,652,640,896;3,586,982,507;0.854577653;2
1983;SHR 17 Semanas Nao Tratados;9;10 ug/kg;5,556,693,164;4,221,082,309;3,593,530,287;0.780635776;3
1984;SHR 17 Semanas Nao Tratados;9;10 ug/kg;5,547,478,729;6,467,197,186;3,578,031,984;0.733370746;4
1985;SHR 17 Semanas Nao Tratados;9;10 ug/kg;5,883,524,952;519,323,368;3,514,644,778;0.721788517;5
1986;SHR 17 Semanas Nao Tratados;9;10 ug/kg;6,235,175,711;5,996,327,322;3,495,899,217;0.712695749;6
1987;SHR 17 Semanas Nao Tratados;9;10 ug/kg;637,294,649;7,344,683,631;3,470,474,674;0.713034266;7
1988;SHR 17 Semanas Nao Tratados;9;10 ug/kg;6,669,265,687;4,844,303,389;3,496,615,405;0.712586682;8
1989;SHR 17 Semanas Nao Tratados;9;10 ug/kg;7,020,740,183;7,900,692,352;3,548,082,637;0.707528881;9
1990;SHR 17 Semanas Nao Tratados;9;10 ug/kg;7,264,339,507;5,904,627,822;3,418,885,117;0.712768327;10
1991;SHR 17 Semanas Nao Tratados;9;10 ug/kg;7,457,769,643;7,276,689,137;3,540,822,324;0.707609846;11
1992;SHR 17 Semanas Nao Tratados;9;10 ug/kg;7,835,057,694;7,588,660,305;3,529,722,715;0.710181642;12
1993;SHR 17 Semanas Nao Tratados;9;10 ug/kg;7,774,760,808;658,100,112;3,493,398,042;0.712230739;13
1994;SHR 17 Semanas Nao Tratados;9;10 ug/kg;8,170,865,248;7,326,513,993;3,422,589,556;0.712105707;14
1995;SHR 17 Semanas Nao Tratados;9;10 ug/kg;8,212,328,175;7,656,145,514;3,478,068,538;0.713038291;15
1996;SHR 17 Semanas Nao Tratados;9;30 ug/kg;5,074,153,784;8,122,604,221;3,725,057,546;1,292,936,048;1
1997;SHR 17 Semanas Nao Tratados;9;30 ug/kg;4,781,059,375;4,518,360,029;4,324,864,595;178,565,186;2
1998;SHR 17 Semanas Nao Tratados;9;30 ug/kg;4,954,809,563;3,676,689,382;40,086;1,187,094,456;3
1999;SHR 17 Semanas Nao Tratados;9;30 ug/kg;4,853,262,049;4,114,803,768;3,725,553,916;0.917035237;4
2000;SHR 17 Semanas Nao Tratados;9;30 ug/kg;5,277,008,889;838,665,628;3,607,727,415;0.817748229;5
2001;SHR 17 Semanas Nao Tratados;9;30 ug/kg;5,302,440,539;6,445,613,681;3,583,332,376;0.773253484;6
2002;SHR 17 Semanas Nao Tratados;9;30 ug/kg;5,547,512,087;7,248,900,128;3,600,193,995;0.752765659;7
2003;SHR 17 Semanas Nao Tratados;9;30 ug/kg;5,524,607,426;6,759,467,014;3,528,479,112;0.741610733;8
2004;SHR 17 Semanas Nao Tratados;9;30 ug/kg;5,695,829,279;4,810,763,782;3,561,330,287;0.73314754;9
2005;SHR 17 Semanas Nao Tratados;9;30 ug/kg;5,916,112,782;5,673,861,062;352,291,436;0.731944;10
2006;SHR 17 Semanas Nao Tratados;9;30 ug/kg;6,085,480,805;676,760,435;3,472,475,196;0.731369218;11
2007;SHR 17 Semanas Nao Tratados;9;30 ug/kg;6,364,969,998;5,502,581,628;3,509,025,065;0.72239296;12
2008;SHR 17 Semanas Nao Tratados;9;30 ug/kg;6,567,870,256;6,579,590,477;3,499,188,381;0.726762681;13
2009;SHR 17 Semanas Nao Tratados;9;30 ug/kg;664,246,584;5,941,493,332;3,449,936,292;0.73000404;14
2010;SHR 17 Semanas Nao Tratados;9;30 ug/kg;6,949,683,593;7,121,206,203;3,469,714,752;0.726954066;15
2011;SHR 17 Semanas Nao Tratados;9;100 ug/kg;4,751,753,778;7,226,722,753;3,987,872,161;259,907,147;1
2012;SHR 17 Semanas Nao Tratados;9;100 ug/kg;4,202,155,564;4,922,091,715;5,456,297,654;2,962,733,186;2
2013;SHR 17 Semanas Nao Tratados;9;100 ug/kg;3,932,737,879;4,873,244,177;5,123,670,444;2,099,441,112;3
2014;SHR 17 Semanas Nao Tratados;9;100 ug/kg;3,763,498,083;3,977,778,127;4,476,833,133;1,448,440,745;4
2015;SHR 17 Semanas Nao Tratados;9;100 ug/kg;3,926,130,085;5,114,158,326;4,116,535,248;1,128,930,082;5
2016;SHR 17 Semanas Nao Tratados;9;100 ug/kg;4,170,911,781;6,849,583,158;3,989,477,546;0.960724571;6
2017;SHR 17 Semanas Nao Tratados;9;100 ug/kg;4,575,767,917;8,347,964,766;3,849,378,851;0.883283219;7
2018;SHR 17 Semanas Nao Tratados;9;100 ug/kg;480,721;8,586,725,284;3,788,975,065;0.846426051;8
2019;SHR 17 Semanas Nao Tratados;9;100 ug/kg;495,201;8,203,735,475;3,784,962,794;0.818166345;9
2020;SHR 17 Semanas Nao Tratados;9;100 ug/kg;5,110,189,091;8,182,344,197;376,485,248;0.813123299;10
2021;SHR 17 Semanas Nao Tratados;9;100 ug/kg;517,241,913;8,142,527,729;3,746,107,572;0.791031395;11
2022;SHR 17 Semanas Nao Tratados;9;100 ug/kg;5,319,465,525;8,466,951,196;3,662,257,572;0.797968265;12
2023;SHR 17 Semanas Nao Tratados;9;100 ug/kg;5,399,007,517;7,774,284,009;3,737,294,909;0.788051885;13
2024;SHR 17 Semanas Nao Tratados;9;100 ug/kg;5,447,035,417;7,429,429,729;3,675,816,188;0.775558057;14
2025;SHR 17 Semanas Nao Tratados;9;100 ug/kg;5,491,509,622;599,963,727;3,649,383,943;0.785053989;15
2026;SHR 17 Semanas Nao Tratados;10;PBS;1,014,829;9,389,413,692;3,371,228,721;0.713742552;1
2027;SHR 17 Semanas Nao Tratados;10;PBS;1,065,877;947,515,495;3,449,728,198;0.717578647;2
2028;SHR 17 Semanas Nao Tratados;10;PBS;1,051,017;9,517,336,022;3,427,434,856;0.722548682;3
2029;SHR 17 Semanas Nao Tratados;10;PBS;1,100,347;9,507,620,915;3,437,373,238;0.723859994;4
2030;SHR 17 Semanas Nao Tratados;10;PBS;1,067,496;9,813,393,025;3,393,331,723;0.729100309;5
2031;SHR 17 Semanas Nao Tratados;10;PBS;1,133,754,545;1,007,594,005;3,381,103,394;0.733294783;6
2032;SHR 17 Semanas Nao Tratados;10;PBS;1,085,298;1,019,629,612;3,425,477,023;0.734292117;7
2033;SHR 17 Semanas Nao Tratados;10;PBS;1,136,361;9,994,215,589;3,426,638,642;0.737272676;8
2034;SHR 17 Semanas Nao Tratados;10;PBS;1,105,861;1,005,412,493;3,459,183,943;0.733696632;9
2035;SHR 17 Semanas Nao Tratados;10;PBS;1,156,878;1,015,197,245;3,474,291,645;0.738212865;10
2036;SHR 17 Semanas Nao Tratados;10;PBS;1,125,033;1,022,430,764;3,505,432,507;0.734057819;11
2037;SHR 17 Semanas Nao Tratados;10;PBS;116,769,798;1,031,715,087;3,470,077,807;0.740507179;12
2038;SHR 17 Semanas Nao Tratados;10;PBS;1,153,514;1,040,638,703;3,442,639,556;0.739270593;13
