Time(s), Pressure(mmHg), Action Number
240.83,78.05,0
240.85,76.30,0
240.87,79.67,0
240.89,96.77,0
240.91,103.75,0
240.93,96.74,0
240.95,90.05,0
240.97,88.34,0
240.99,86.72,0
241.01,83.62,0
241.03,81.67,0
241.05,78.12,0
241.07,75.81,0
241.09,83.50,0
241.11,100.67,0
241.13,103.81,0
241.15,95.42,0
241.17,90.12,0
241.19,89.38,0
241.21,88.08,0
241.23,85.30,0
241.25,81.53,0
241.27,78.32,0
241.29,76.48,0
241.31,87.39,0
241.33,101.58,0
241.35,103.00,0
241.37,96.19,0
241.39,89.60,0
241.41,88.06,0
241.43,86.60,0
241.45,83.64,0
241.47,80.06,0
241.49,77.20,0
241.51,76.11,0
241.53,81.98,0
241.55,99.22,0
241.57,103.55,0
241.59,95.45,0
241.61,89.73,0
241.63,88.34,0
241.65,86.49,0
241.67,84.97,0
241.69,81.20,0
241.73,76.53,0
241.75,83.30,0
241.77,100.70,0
241.79,104.16,0
241.81,95.83,0
241.83,92.25,0
241.85,89.57,0
241.87,88.29,0
241.89,85.51,0
241.91,81.69,0
241.93,78.47,0
241.95,76.23,0
241.97,84.27,0
241.99,93.22,0
242.01,103.22,0
242.03,98.28,0
242.05,90.55,0
242.07,88.43,0
242.09,87.20,0
242.11,84.46,0
242.13,80.85,0
242.15,79.21,0
242.17,76.62,0
242.19,77.63,0
242.21,94.22,0
242.23,104.22,0
242.25,98.99,0
242.27,91.13,0
242.29,88.89,0
242.31,88.33,0
242.33,86.23,0
242.35,82.65,0
242.37,78.89,0
242.39,76.31,0
242.41,76.80,0
242.43,93.21,0
242.45,104.66,0
242.47,104.19,0
242.49,95.79,0
242.51,90.38,0
242.53,89.12,0
242.55,87.15,0
242.57,83.59,0
242.60,79.93,0
242.62,77.23,0
242.64,76.11,0
242.66,81.37,0
242.68,98.19,0
242.70,102.83,0
242.72,95.06,0
242.74,89.26,0
242.76,88.02,0
242.78,86.35,0
242.80,84.89,0
242.82,81.27,0
242.84,78.12,0
242.86,75.77,0
242.88,79.74,0
242.90,97.37,0
242.92,104.01,0
242.94,96.81,0
242.96,92.55,0
242.98,88.86,0
243.00,87.74,0
243.02,85.32,0
243.04,81.42,0
243.06,78.04,0
243.08,75.57,0
243.10,76.49,0
243.12,83.88,0
243.14,101.07,0
243.16,103.67,0
243.18,94.98,0
243.20,89.80,0
243.22,88.64,0
243.24,86.60,0
243.26,83.01,0
243.28,81.08,0
243.30,77.94,0
243.32,75.58,0
243.34,79.30,0
243.36,96.26,0
243.38,102.70,0
243.40,95.76,0
243.42,89.13,0
243.44,88.09,0
243.46,87.14,0
243.48,84.88,0
243.50,81.31,0
243.52,78.03,0
243.54,75.61,0
243.56,76.64,0
243.58,93.39,0
243.60,100.66,0
243.62,102.79,0
243.64,93.87,0
243.66,88.72,0
243.68,87.62,0
243.70,85.49,0
243.72,81.92,0
243.74,78.36,0
243.76,76.88,0
243.78,74.43,0
243.80,78.46,0
243.82,96.54,0
243.84,103.75,0
243.86,96.86,0
243.88,89.73,0
243.90,88.57,0
243.92,87.53,0
243.94,85.22,0
243.96,81.50,0
243.98,78.06,0
244.00,75.57,0
244.02,75.45,0
244.04,90.44,0
244.06,98.13,0
244.08,101.90,0
244.10,93.78,0
244.12,88.13,0
244.14,87.01,0
244.16,85.37,0
244.18,82.11,0
244.20,78.59,0
244.22,77.15,0
244.24,74.83,0
244.26,78.54,0
244.28,96.31,0
244.30,103.45,0
244.32,96.41,0
244.34,89.14,0
244.36,87.38,0
244.38,86.75,0
244.40,84.54,0
244.42,80.83,0
244.44,77.24,0
244.46,74.73,0
244.48,75.42,0
244.50,91.68,0
244.52,102.74,0
244.54,102.28,0
244.56,93.79,0
244.58,88.22,0
244.60,87.05,0
244.62,85.25,0
244.64,81.81,0
244.66,78.18,0
244.68,75.48,0
244.70,74.34,0
244.72,77.87,0
244.74,94.96,0
244.76,101.99,0
244.78,95.19,0
244.80,88.08,0
244.82,86.49,0
244.84,85.22,0
244.86,83.94,0
244.88,80.43,0
244.90,77.08,0
244.92,74.61,0
244.94,75.82,0
244.96,92.58,0
244.98,102.78,0
245.00,97.81,0
245.02,92.88,0
245.04,87.33,0
245.06,86.25,0
245.08,84.38,0
245.10,80.78,0
245.12,77.11,0
245.14,74.58,0
245.16,73.77,0
245.18,78.70,0
245.20,96.06,0
245.22,101.78,0
245.24,94.20,0
245.26,87.35,0
245.28,85.88,0
245.30,84.43,0
245.32,81.29,0
245.34,79.39,0
245.36,76.00,0
245.38,73.55,0
245.40,75.82,0
245.42,92.55,0
245.44,101.13,0
245.46,95.29,0
245.48,87.35,0
245.50,85.84,0
245.52,84.92,0
245.54,83.11,0
245.56,79.73,0
245.58,76.30,0
245.60,73.75,0
245.62,74.26,0
245.64,90.46,0
245.66,98.12,0
245.68,101.36,0
245.70,92.40,0
245.72,86.27,0
245.74,85.10,0
245.76,83.31,0
245.78,79.92,0
245.80,76.35,0
245.82,74.92,0
245.84,72.57,0
245.86,77.14,0
245.88,94.48,0
245.90,100.74,0
245.92,93.39,0
245.94,86.08,0
245.96,84.41,0
245.98,83.94,0
246.00,81.85,0
246.02,78.25,0
246.04,74.84,0
246.06,72.51,0
246.08,74.86,0
246.10,91.72,0
246.12,100.49,0
246.14,99.01,0
246.16,89.80,0
246.18,84.76,0
246.20,83.81,0
246.22,82.08,0
246.24,78.78,0
246.26,75.34,0
246.28,72.74,0
246.30,71.79,0
246.32,80.33,0
246.34,97.57,0
246.36,100.61,0
246.38,91.50,0
246.40,85.22,0
246.42,83.85,0
246.44,82.22,0
246.46,80.79,0
246.48,77.22,0
246.50,73.98,0
246.52,71.59,0
246.54,76.64,0
246.56,93.87,0
246.58,99.75,0
246.60,92.14,0
246.62,87.60,0
246.64,83.51,0
246.66,82.56,0
246.68,80.55,0
246.70,77.05,0
246.72,73.84,0
246.74,71.49,0
246.76,74.30,0
246.78,82.48,0
246.80,97.78,0
246.82,98.23,0
246.84,88.79,0
246.86,83.72,0
246.88,82.78,0
246.90,81.10,0
246.92,77.80,0
246.94,76.01,0
246.96,72.96,0
246.98,70.82,0
247.00,80.20,0
247.02,97.36,0
247.04,99.96,0
247.10,83.07,0
247.12,82.55,0
247.14,80.29,0
247.16,76.74,0
247.18,73.45,0
247.20,71.05,0
247.22,75.61,0
247.24,92.90,0
247.26,99.43,0
247.28,96.96,0
247.32,87.37,0
247.34,82.01,0
247.36,80.00,0
247.38,76.68,0
247.40,73.49,0
247.42,72.20,0
247.44,70.53,0
247.46,81.90,0
247.48,97.41,0
247.50,98.07,0
247.52,88.56,0
247.54,83.27,0
247.56,82.26,0
247.58,80.62,0
247.60,79.14,0
247.62,75.55,0
247.64,72.38,0
247.66,70.32,0
247.68,79.99,0
247.70,96.94,0
247.72,99.53,0
247.74,90.13,0
247.76,85.98,0
247.78,82.94,0
247.80,82.03,0
247.82,79.57,0
247.84,75.84,0
247.86,72.63,0
247.88,70.33,0
247.90,76.68,0
247.92,85.76,0
247.94,98.29,0
247.96,95.54,0
247.98,85.99,0
248.00,82.10,0
248.02,81.13,0
248.04,79.11,0
248.06,75.83,0
248.12,73.55,0
248.14,81.90,0
248.16,97.17,0
248.18,97.41,0
248.20,87.75,0
248.22,82.52,0
248.24,81.52,0
248.26,80.92,0
248.28,78.41,0
248.30,74.74,0
248.32,71.65,0
248.34,69.74,0
248.36,80.40,0
248.38,97.14,0
248.40,99.00,0
248.42,94.65,0
248.44,85.14,0
248.46,82.24,0
248.48,81.32,0
248.50,78.90,0
248.52,75.28,0
248.54,72.12,0
248.56,69.87,0
248.58,71.09,0
248.60,86.66,0
248.62,98.14,0
248.64,94.29,0
248.66,84.84,0
248.68,81.31,0
248.74,75.35,0
248.76,73.64,0
248.78,70.83,0
248.80,69.97,0
248.82,83.99,0
248.84,97.78,0
248.86,96.02,0
248.88,86.15,0
248.90,81.73,0
248.92,81.22,0
248.94,80.16,0
248.96,77.35,0
248.98,73.69,0
249.00,70.75,0
249.02,69.40,0
249.04,82.97,0
249.06,98.06,0
249.08,99.57,0
249.10,92.20,0
249.12,83.71,0
249.14,81.58,0
249.16,80.47,0
249.18,77.75,0
249.20,74.08,0
249.22,71.00,0
249.24,69.78,0
249.26,72.31,0
249.28,89.40,0
249.30,98.04,0
249.32,91.84,0
249.34,83.05,0
249.36,80.38,0
249.38,79.53,0
249.40,78.61,0
249.42,75.51,0
249.44,72.14,0
249.46,69.53,0
249.48,71.74,0
249.50,89.14,0
249.52,98.47,0
249.54,92.55,0
249.56,87.30,0
249.58,81.41,0
249.60,80.29,0
249.62,78.17,0
249.68,68.98,0
249.70,68.45,0
249.72,80.86,0
249.74,97.10,0
249.76,97.38,0
249.78,87.20,0
249.80,81.48,0
249.82,80.42,0
249.84,78.79,0
249.86,77.31,0
249.88,73.66,0
249.90,70.51,0
249.92,68.51,0
249.94,78.60,0
249.96,94.68,0
249.98,96.16,0
250.00,86.52,0
250.02,82.55,0
250.04,79.59,0
250.06,78.81,0
250.08,76.61,0
250.10,73.17,0
250.12,70.11,0
250.14,68.16,0
250.16,78.56,0
250.18,88.09,0
250.20,97.91,0
250.22,92.23,0
250.24,82.78,0
250.26,79.77,0
250.28,78.88,0
250.30,76.49,0
250.32,72.92,0
250.34,71.23,0
250.36,68.36,0
250.38,70.11,0
250.40,88.19,0
250.42,98.55,0
250.44,92.91,0
250.46,83.11,0
250.48,79.93,0
250.50,79.54,0
250.52,78.13,0
250.54,75.03,0
250.56,71.46,0
250.58,68.67,0
250.60,69.53,0
250.62,85.97,0
250.64,96.61,0
250.66,95.84,0
250.68,86.39,0
250.70,79.62,0
250.72,78.32,0
250.74,77.16,0
250.76,74.28,0
250.78,70.89,0
250.80,68.19,0
250.82,67.35,0
250.84,76.83,0
250.86,94.01,0
250.88,96.42,0
250.90,86.64,0
250.92,79.84,0
250.94,78.42,0
250.96,77.92,0
250.98,75.74,0
251.00,72.27,0
251.02,68.93,0
251.04,66.73,0
251.06,76.61,0
251.08,94.38,0
251.10,97.01,0
251.12,92.81,0
251.14,82.72,0
251.16,79.06,0
251.18,78.18,0
251.20,76.08,0
251.22,72.56,0
251.24,69.29,0
251.26,67.03,0
251.28,68.59,0
251.30,85.00,0
251.32,96.13,0
251.34,91.41,0
251.36,81.43,0
251.38,77.83,0
251.40,77.07,0
251.42,75.13,0
251.44,73.57,0
251.46,70.18,0
251.48,67.43,0
251.50,68.53,0
251.52,85.93,0
251.54,96.97,0
251.56,91.83,0
251.58,81.68,0
251.60,79.10,0
251.62,77.54,0
251.64,76.26,0
251.66,73.37,0
251.68,69.79,0
251.70,66.87,0
251.72,68.21,0
251.74,86.17,0
251.76,93.97,0
251.78,96.69,0
251.80,86.82,0
251.82,79.48,0
251.84,77.90,0
251.86,76.71,0
251.88,73.77,0
251.90,70.20,0
251.92,68.69,0
251.94,66.45,0
251.96,75.30,0
251.98,92.47,0
252.00,95.16,0
252.02,85.38,0
252.04,78.30,0
252.06,76.87,0
252.08,76.51,0
252.10,74.59,0
252.12,71.32,0
252.14,68.20,0
252.16,66.14,0
252.18,76.29,0
252.20,93.75,0
252.22,95.77,0
252.24,91.27,0
252.26,78.57,0
252.28,77.48,0
252.30,76.54,0
252.32,74.48,0
252.34,71.01,0
252.36,67.68,0
252.38,65.73,0
252.40,68.39,0
252.42,86.83,0
252.44,97.44,0
252.46,91.74,0
252.48,81.52,0
252.50,77.89,0
252.52,77.06,0
252.54,74.96,0
252.56,73.27,0
252.58,69.76,0
252.60,66.99,0
252.62,68.45,0
252.64,85.80,0
252.66,95.87,0
252.68,90.03,0
252.70,80.20,0
252.72,77.82,0
252.74,76.50,0
252.76,75.33,0
252.78,72.53,0
252.80,69.21,0
252.82,66.53,0
252.84,68.99,0
252.86,87.44,0
252.88,94.42,0
252.90,95.24,0
252.92,84.70,0
252.94,78.08,0
252.96,76.68,0
252.98,75.35,0
253.00,72.37,0
253.02,68.75,0
253.04,67.32,0
253.06,65.67,0
253.08,78.19,0
253.10,95.13,0
253.12,95.73,0
253.14,85.16,0
253.16,78.55,0
253.18,77.28,0
253.20,76.80,0
253.22,74.57,0
253.24,71.06,0
253.26,67.94,0
253.28,66.12,0
253.30,77.95,0
253.32,93.90,0
253.34,94.01,0
253.36,89.02,0
253.38,79.61,0
253.40,76.75,0
253.42,75.94,0
253.44,73.81,0
253.46,70.50,0
253.48,67.51,0
253.50,66.14,0
253.52,70.52,0
253.54,89.47,0
253.56,97.05,0
253.58,89.21,0
253.60,79.83,0
253.62,77.03,0
253.64,76.11,0
253.66,73.77,0
253.68,71.99,0
253.70,68.46,0
253.72,65.96,0
253.74,71.09,0
253.76,90.44,0
253.78,97.61,0
253.80,89.57,0
253.82,80.25,0
253.84,78.37,0
253.86,77.32,0
253.88,75.79,0
253.90,72.58,0
253.92,69.17,0
253.94,66.56,0
253.96,71.80,0
253.98,90.06,0
254.00,95.21,0
254.02,92.83,0
254.04,82.37,0
254.06,77.40,0
254.08,76.47,0
254.10,74.95,0
254.12,71.89,0
254.14,68.65,0
254.16,67.31,0
254.18,67.09,0
254.20,83.46,0
254.22,96.82,0
254.24,93.30,0
254.26,82.54,0
254.28,77.77,0
254.30,76.82,0
254.32,76.17,0
254.34,73.50,0
254.36,69.82,0
254.38,67.00,0
254.40,67.39,0
254.42,84.83,0
254.44,97.57,0
254.46,93.51,0
254.48,87.79,0
254.50,79.73,0
254.52,77.92,0
254.54,76.82,0
254.56,74.02,0
254.58,70.49,0
254.60,67.58,0
254.62,68.37,0
254.64,75.63,0
254.66,92.97,0
254.68,95.46,0
254.70,85.65,0
254.72,78.60,0
254.74,77.13,0
254.76,76.00,0
254.78,73.28,0
254.80,71.57,0
254.82,-1.56,0
254.88,96.67,0
254.90,97.61,0
254.92,89.16,0
254.94,80.22,0
254.96,77.79,0
254.98,76.80,0
255.00,74.25,0
255.02,70.56,0
255.04,67.66,0
255.06,66.55,0
255.08,73.29,0
255.10,92.52,0
255.12,98.06,0
255.14,89.19,0
255.16,80.59,0
255.18,78.49,0
255.20,77.46,0
255.22,76.33,0
255.24,72.98,0
255.26,69.61,0
255.28,67.15,0
255.30,74.74,0
255.32,92.50,0
255.34,96.09,0
255.36,86.74,0
255.38,82.10,0
255.40,78.10,0
255.42,77.23,0
255.44,75.42,0
255.46,72.19,0
255.48,69.01,0
255.50,66.92,0
255.52,77.27,0
255.54,87.37,0
255.56,98.00,0
255.58,92.20,0
255.60,82.06,0
255.62,78.46,0
255.64,77.55,0
255.66,75.41,0
255.68,71.76,0
255.70,70.09,0
255.72,67.39,0
255.74,70.14,0
255.76,89.15,0
255.78,98.65,0
255.80,92.10,0
255.82,82.26,0
255.84,79.17,0
255.86,78.78,0
255.88,77.34,0
255.90,74.21,0
255.92,70.72,0
255.94,67.98,0
255.96,71.82,0
255.98,89.96,0
256.00,95.74,0
256.02,94.49,0
256.04,84.27,0
256.06,79.02,0
256.08,77.99,0
256.10,76.48,0
256.12,73.42,0
256.14,70.11,0
256.16,68.75,0
256.18,68.28,0
256.20,84.23,0
256.22,97.82,0
256.24,94.59,0
256.26,84.05,0
256.28,79.40,0
256.30,78.41,0
256.32,77.70,0
256.34,74.91,0
256.36,71.24,0
256.38,68.40,0
256.40,68.88,0
256.42,86.41,0
256.44,98.77,0
256.46,94.42,0
256.48,88.80,0
256.50,81.25,0
256.52,79.59,0
256.54,78.35,0
256.56,75.39,0
256.58,71.82,0
256.60,68.94,0
256.62,70.52,0
256.64,78.37,0
256.66,94.93,0
256.68,96.06,0
256.70,86.19,0
256.72,80.02,0
256.74,78.76,0
256.76,77.41,0
256.78,74.46,0
256.80,72.73,0
256.82,69.66,0
256.84,68.29,0
256.86,82.08,0
256.88,97.47,0
256.90,96.18,0
256.92,85.68,0
256.94,80.29,0
256.96,79.57,0
256.98,78.51,0
257.00,75.92,0
257.02,72.17,0
257.04,69.21,0
257.06,68.76,0
257.08,84.96,0
257.10,98.77,0
257.12,99.14,0
257.14,90.32,0
257.16,82.21,0
257.18,80.29,0
257.20,79.10,0
257.22,76.25,0
257.24,72.65,0
257.26,69.68,0
257.28,68.70,0
257.30,77.47,0
257.32,94.59,0
257.34,96.93,0
257.36,87.41,0
257.38,75.22,0
257.44,75.55,0
257.46,73.81,0
257.48,70.61,0
257.50,68.59,0
257.52,79.54,0
257.54,96.61,0
257.56,97.69,0
257.58,87.54,0
257.60,81.25,0
257.62,80.35,0
257.64,79.33,0
257.66,76.95,0
257.68,73.23,0
257.70,70.10,0
257.72,68.74,0
257.74,82.69,0
257.76,98.35,0
257.78,99.82,0
257.80,92.21,0
257.82,83.40,0
257.84,81.01,0
257.86,79.93,0
257.88,77.26,0
257.90,73.62,0
257.92,70.54,0
257.94,69.38,0
257.96,76.02,0
257.98,93.72,0
258.00,97.82,0
258.02,88.87,0
258.04,81.70,0
258.06,80.09,0
258.08,78.89,0
258.10,77.69,0
258.12,74.38,0
258.14,71.15,0
258.16,69.09,0
258.18,79.98,0
258.20,96.92,0
258.22,97.95,0
258.24,87.88,0
258.26,83.90,0
258.28,80.87,0
258.30,79.82,0
258.32,77.42,0
258.34,73.68,0
258.36,70.51,0
258.38,69.26,0
258.40,83.53,0
258.42,93.00,0
258.44,100.12,0
258.46,92.34,0
258.48,83.77,0
258.50,81.50,0
258.52,80.36,0
258.54,77.63,0
258.56,73.97,0
258.62,81.20,0
258.64,96.80,0
258.66,96.68,0
258.68,91.81,0
258.70,83.20,0
258.72,80.80,0
258.74,79.79,0
258.76,77.36,0
258.78,73.92,0
258.80,70.88,0
258.82,70.34,0
258.84,76.20,0
258.86,94.62,0
258.88,99.42,0
258.90,90.54,0
258.92,82.99,0
258.94,81.14,0
258.96,79.81,0
258.98,76.92,0
259.00,75.03,0
259.02,71.51,0
259.04,69.40,0
259.06,79.88,0
259.08,97.39,0
259.10,99.24,0
259.12,89.44,0
259.14,85.31,0
259.16,82.17,0
259.18,81.15,0
259.20,78.73,0
259.22,75.09,0
259.24,71.84,0
259.26,70.32,0
259.28,83.29,0
259.30,92.25,0
259.32,98.94,0
259.34,91.18,0
259.36,83.16,0
259.38,81.14,0
259.40,80.08,0
259.42,77.48,0
259.44,74.00,0
259.46,72.41,0
259.48,70.02,0
259.50,78.45,0
259.52,96.23,0
259.54,99.16,0
259.56,89.67,0
259.58,83.00,0
259.60,81.47,0
259.62,80.89,0
259.64,78.61,0
259.66,75.03,0
259.68,71.56,0
259.70,69.91,0
259.72,82.73,0
259.74,98.86,0
259.76,98.66,0
259.78,93.76,0
259.80,85.00,0
259.82,82.50,0
259.84,81.39,0
259.86,78.73,0
259.88,75.03,0
259.90,71.89,0
259.92,71.34,0
259.94,77.12,0
259.96,94.66,0
259.98,98.83,0
260.00,90.01,0
260.02,83.03,0
260.04,81.51,0
260.06,80.24,0
260.08,77.40,0
260.10,75.63,0
260.12,72.37,0
260.14,70.43,0
260.16,82.00,0
260.18,98.22,0
260.20,98.38,0
260.22,88.42,0
260.24,83.04,0
260.26,82.31,0
260.28,81.12,0
260.30,78.51,0
260.32,74.89,0
260.34,71.54,0
260.36,70.99,0
260.38,86.97,0
260.40,100.45,0
260.42,100.71,0
260.44,91.98,0
260.46,84.53,0
260.48,82.76,0
260.50,81.43,0
260.52,78.45,0
260.54,74.76,0
260.56,71.78,0
260.58,71.00,0
260.60,81.42,0
260.62,97.37,0
260.64,97.94,0
260.66,88.28,0
260.68,82.81,0
260.70,81.73,0
260.72,80.17,0
260.74,78.72,0
260.76,75.23,0
260.78,72.15,0
260.80,71.58,0
260.82,87.06,0
260.84,100.05,0
260.86,96.58,0
260.88,86.79,0
260.90,84.13,0
260.92,82.53,0
260.94,81.07,0
260.96,78.08,0
260.98,74.45,0
261.00,71.32,0
261.02,73.70,0
261.04,92.35,0
261.06,99.23,0
261.08,99.68,0
261.10,89.69,0
261.12,84.18,0
261.14,82.98,0
261.16,81.22,0
261.18,77.89,0
261.20,74.29,0
261.21,72.79,0
261.23,72.10,0
261.25,87.06,0
261.27,99.57,0
261.29,96.06,0
261.31,86.53,0
261.33,82.79,0
261.35,81.88,0
261.37,81.09,0
261.39,78.24,0
261.41,74.72,0
261.43,71.85,0
261.45,74.57,0
261.47,92.64,0
261.49,100.89,0
261.51,93.92,0
261.53,88.88,0
261.55,83.81,0
261.57,82.74,0
261.59,80.86,0
261.61,77.48,0
261.63,73.95,0
261.65,71.23,0
261.67,78.90,0
261.69,89.02,0
261.71,101.64,0
261.73,97.40,0
261.75,87.58,0
261.77,84.13,0
261.79,83.08,0
261.81,80.76,0
261.83,77.16,0
261.85,75.35,0
261.87,72.40,0
261.89,75.58,0
261.91,93.21,0
261.93,100.43,0
261.95,93.11,0
261.97,85.17,0
261.99,82.97,0
262.01,82.56,0
262.03,80.78,0
262.05,77.52,0
262.07,74.12,0
262.09,71.73,0
262.11,80.59,0
262.13,97.85,0
262.15,100.11,0
262.17,95.89,0
262.19,86.74,0
262.21,83.81,0
262.23,82.76,0
262.25,80.29,0
262.27,76.63,0
262.29,73.35,0
262.31,72.02,0
262.33,76.92,0
262.35,95.90,0
262.37,102.29,0
262.39,93.96,0
262.41,86.13,0
262.43,84.28,0
262.45,82.97,0
262.47,79.99,0
262.49,78.13,0
262.51,74.65,0
262.53,72.34,0
262.55,82.32,0
262.57,98.45,0
262.59,99.34,0
262.61,89.85,0
262.63,84.47,0
262.65,83.73,0
262.67,82.55,0
262.69,80.10,0
262.71,76.61,0
262.73,73.48,0
262.75,73.18,0
262.77,88.98,0
262.79,101.16,0
262.81,100.89,0
262.83,92.00,0
262.85,85.46,0
262.87,83.98,0
262.89,82.50,0
262.91,79.39,0
262.93,75.69,0
262.95,72.78,0
262.97,72.48,0
262.99,85.84,0
263.01,101.37,0
263.03,100.32,0
263.05,90.22,0
263.07,85.50,0
263.09,84.41,0
263.11,82.39,0
263.13,80.72,0
263.15,76.99,0
263.17,73.88,0
263.19,74.69,0
263.21,91.35,0
263.23,101.46,0
263.25,96.00,0
263.27,87.26,0
263.29,85.31,0
263.31,83.92,0
263.33,82.16,0
263.35,79.08,0
263.37,75.64,0
263.39,72.97,0
263.41,79.21,0
263.43,97.04,0
263.45,101.45,0
263.47,98.07,0
263.49,88.69,0
263.51,85.19,0
263.53,84.09,0
263.55,81.82,0
263.57,78.27,0
263.59,76.43,0
263.61,73.44,0
263.63,76.87,0
263.65,95.52,0
263.67,103.36,0
263.69,96.16,0
263.71,87.87,0
263.73,85.62,0
263.75,85.07,0
263.77,83.04,0
263.79,79.50,0
263.81,75.94,0
263.83,73.49,0
263.85,82.38,0
263.87,99.14,0
263.89,101.12,0
263.91,96.96,0
263.93,88.25,0
263.95,85.45,0
263.97,84.13,0
263.99,81.43,0
264.01,77.95,0
264.03,74.86,0
264.05,74.17,0
264.07,79.89,0
264.11,97.75,0
264.15,87.15,0
264.17,85.57,0
264.19,83.97,0
264.21,80.85,0
264.23,79.00,0
264.25,75.57,0
264.27,73.80,0
264.29,87.18,0
264.31,102.56,0
264.33,101.36,0
264.35,91.65,0
264.37,87.05,0
264.39,86.31,0
264.41,84.75,0
264.43,81.79,0
264.45,78.04,0
264.47,74.89,0
264.49,76.13,0
264.51,93.17,0
264.53,102.81,0
264.55,101.43,0
264.57,92.20,0
264.59,86.92,0
264.61,85.54,0
264.63,83.53,0
264.65,80.00,0
264.67,76.56,0
264.69,74.07,0
264.71,75.17,0
264.73,91.21,0
264.75,102.78,0
264.77,98.44,0
264.79,89.54,0
264.81,86.54,0
264.83,85.28,0
264.85,82.74,0
264.87,80.97,0
264.89,77.35,0
264.91,74.49,0
264.93,79.72,0
264.95,98.33,0
264.97,104.00,0
264.99,95.57,0
265.01,88.47,0
265.03,87.24,0
265.05,85.83,0
265.07,83.33,0
265.09,79.75,0
265.11,76.29,0
265.13,74.29,0
265.15,86.11,0
265.17,101.37,0
265.19,103.01,0
265.21,96.13,0
265.23,88.40,0
265.25,86.28,0
265.27,84.74,0
265.29,81.73,0
265.31,78.01,0
265.33,74.99,0
265.35,74.15,0
265.37,83.96,0
265.39,100.25,0
265.41,101.42,0
265.43,92.24,0
265.45,87.14,0
265.47,85.88,0
265.49,83.92,0
265.51,82.37,0
265.53,78.72,0
265.55,75.53,0
265.57,75.63,0
265.59,92.31,0
265.61,104.10,0
265.63,99.52,0
265.65,90.27,0
265.67,88.17,0
265.69,86.71,0
265.71,84.62,0
265.73,81.12,0
265.75,77.46,0
265.77,74.70,0
265.79,80.07,0
265.81,98.06,0
265.83,102.89,0
265.85,100.19,0
265.87,90.96,0
265.89,87.36,0
265.91,86.05,0
265.93,83.51,0
265.95,79.81,0
265.97,76.31,0
265.99,74.92,0
266.01,78.74,0
266.03,96.44,0
266.05,102.96,0
266.07,95.51,0
266.09,88.39,0
266.11,86.54,0
266.13,85.00,0
266.15,83.66,0
266.17,80.14,0
266.19,76.69,0
266.21,74.72,0
266.23,86.87,0
266.25,102.56,0
266.27,102.01,0
266.29,92.42,0
266.31,89.27,0
266.33,87.05,0
266.35,85.50,0
266.37,82.30,0
266.39,78.35,0
266.45,93.95,0
266.47,101.02,0
266.49,102.36,0
266.51,93.11,0
266.53,87.96,0
266.55,86.59,0
266.57,84.48,0
266.59,80.94,0
266.61,77.29,0
266.63,75.75,0
266.65,75.85,0
266.67,91.87,0
266.69,102.60,0
266.71,97.72,0
266.73,89.28,0
266.75,86.61,0
266.77,85.34,0
266.79,84.22,0
266.81,80.93,0
266.83,77.35,0
266.85,74.66,0
266.87,82.08,0
266.89,99.97,0
266.91,103.28,0
266.93,94.23,0
266.95,90.30,0
266.97,87.25,0
266.99,85.75,0
267.01,83.11,0
267.03,79.25,0
267.05,75.77,0
267.07,74.77,0
267.09,89.67,0
267.11,98.35,0
267.13,103.53,0
267.15,95.33,0
267.17,88.70,0
267.19,86.98,0
267.21,85.21,0
267.23,81.93,0
267.25,78.16,0
267.27,76.54,0
267.29,74.95,0
267.31,87.87,0
267.33,101.56,0
267.35,99.55,0
267.37,90.53,0
267.39,86.87,0
267.41,85.68,0
267.43,84.72,0
267.45,81.66,0
267.47,78.05,0
267.49,75.08,0
267.51,78.59,0
267.53,96.73,0
267.55,103.78,0
267.57,96.11,0
267.59,91.50,0
267.61,87.41,0
267.63,86.10,0
267.65,83.56,0
267.67,79.96,0
267.69,76.36,0
267.71,74.10,0
267.73,85.51,0
267.75,95.10,0
267.77,103.82,0
267.79,97.21,0
267.81,89.32,0
267.83,87.14,0
267.85,85.59,0
267.87,82.59,0
267.89,78.81,0
267.91,77.09,0
267.93,74.67,0
267.95,84.21,0
267.97,99.74,0
267.99,100.33,0
268.01,91.34,0
268.03,86.71,0
268.05,86.03,0
268.07,84.71,0
268.09,81.96,0
268.11,78.37,0
268.13,75.26,0
268.15,76.26,0
268.17,93.34,0
268.19,103.16,0
268.21,101.71,0
268.23,92.37,0
268.25,87.19,0
268.27,85.88,0
268.29,83.83,0
268.31,80.17,0
268.33,76.59,0
268.35,73.99,0
268.37,75.32,0
268.39,92.02,0
268.41,103.43,0
268.43,98.73,0
268.45,89.91,0
268.47,87.13,0
268.49,85.81,0
268.51,83.07,0
268.53,81.21,0
268.55,77.51,0
268.57,74.72,0
268.59,81.42,0
268.61,98.11,0
268.63,101.10,0
268.65,92.34,0
268.67,86.78,0
268.69,85.98,0
268.71,84.79,0
268.73,82.28,0
268.75,78.72,0
268.77,75.49,0
268.79,74.89,0
268.81,90.25,0
268.83,102.50,0
268.85,102.21,0
268.87,93.43,0
268.89,87.34,0
268.91,85.83,0
268.93,84.03,0
268.95,80.75,0
268.97,76.89,0
268.99,74.00,0
269.01,74.27,0
269.03,89.20,0
269.05,102.73,0
269.07,99.86,0
269.09,90.59,0
269.11,87.05,0
269.13,85.83,0
269.15,83.37,0
